Team,Year,W%,G,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PPG,OG,OFG,OFGA,O3P,O3PA,O2P,O2PA,OFT,OFTA,OORB,ODRB,OAST,OSTL,OBLK,OTOV,OPF,OPPG,Age,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,OeFG%,OTOV%,DRB%,OFT/FGA,Arena,Attend./G,Champion
Indiana Pacers,2005,0.537,82,32.5,75.2,6.6,19.2,25.9,56.0,21.3,26.9,10.6,29.5,18.2,7.5,4.4,14.3,23.0,93.0,82,33.8,76.6,4.8,13.1,29.0,63.6,20.0,26.9,11.9,29.5,18.8,6.7,4.9,13.9,23.0,92.2,28.3,-0.27,0.49,105.5,104.6,87.2,0.358,0.255,0.534,0.476,14.1,26.4,0.283,0.472,13.6,71.3,0.261,Conseco Fieldhouse,16994,0.125
Los Angeles Clippers,2005,0.451,82,35.7,77.7,2.8,8.2,32.8,69.5,21.6,27.7,12.0,29.9,23.2,7.3,5.1,15.7,22.2,95.7,82,35.8,80.7,5.9,16.1,29.9,64.6,19.0,24.9,12.0,27.5,21.1,7.8,4.8,13.7,23.6,96.5,25.5,0.3,-0.47,105.5,106.4,89.1,0.357,0.105,0.533,0.477,14.9,30.3,0.278,0.48,13.0,71.3,0.235,STAPLES Center,16980,0.0
Los Angeles Lakers,2005,0.415,82,35.3,80.8,7.9,22.1,27.5,58.7,20.3,26.1,12.5,30.6,20.4,6.2,4.2,14.3,21.9,98.7,82,38.3,84.5,6.7,18.6,31.6,65.9,18.4,23.5,12.5,29.9,24.4,7.6,5.1,11.8,22.1,101.7,26.0,0.64,-2.32,108.1,111.4,90.8,0.322,0.273,0.535,0.485,13.4,29.5,0.251,0.493,11.0,71.1,0.218,STAPLES Center,18793,0.0
Memphis Grizzlies,2005,0.549,82,34.2,76.5,6.5,18.1,27.7,58.4,18.6,24.7,10.8,28.1,20.9,8.5,5.8,14.6,23.3,93.4,82,32.7,75.8,5.2,14.8,27.5,61.0,20.5,26.6,12.1,29.1,19.9,7.5,5.8,15.9,22.6,91.1,26.3,0.34,2.64,105.5,102.9,88.5,0.323,0.237,0.535,0.489,14.3,27.1,0.243,0.466,15.4,69.9,0.27,FedEx Forum,16862,0.0
Miami Heat,2005,0.72,82,37.8,77.7,5.8,15.4,32.0,62.3,20.2,30.1,10.8,32.2,21.8,6.4,5.8,13.7,22.1,101.5,82,34.9,81.8,5.4,15.5,29.6,66.3,19.8,26.0,11.2,29.2,19.8,7.5,3.2,13.2,24.6,95.0,28.0,-0.76,5.77,110.2,103.1,90.8,0.387,0.198,0.559,0.524,13.1,27.0,0.26,0.46,12.4,74.1,0.242,AmericanAirlines Arena,19882,0.25
Milwaukee Bucks,2005,0.366,82,36.1,80.2,4.0,11.3,32.2,69.0,21.0,27.2,12.0,29.3,21.0,6.5,3.5,13.8,21.9,97.2,82,37.8,81.4,5.6,16.5,32.1,65.0,19.0,24.7,11.4,29.4,23.8,7.5,4.5,13.0,23.8,100.2,26.9,-0.1,-3.09,106.6,109.8,90.8,0.339,0.141,0.527,0.475,13.0,29.0,0.261,0.499,12.4,72.0,0.233,Bradley Center,15537,0.0
Minnesota Timberwolves,2005,0.537,82,37.1,80.8,4.8,14.0,32.3,66.9,17.7,22.2,11.5,31.5,23.4,5.6,5.5,13.2,21.6,96.8,82,36.2,82.6,5.7,15.7,30.5,66.9,17.2,22.9,12.6,28.8,21.7,6.6,3.9,11.7,19.9,95.3,29.0,0.28,1.73,108.2,106.6,89.1,0.275,0.173,0.534,0.489,12.7,28.6,0.219,0.472,11.2,71.4,0.208,Target Center,17181,0.0
New Jersey Nets,2005,0.512,82,33.6,78.3,5.3,14.7,28.3,63.6,19.0,24.9,10.4,29.1,21.6,7.9,3.8,14.2,24.2,91.4,82,33.0,75.2,5.9,16.1,27.1,59.1,20.9,28.1,10.7,30.5,20.3,7.3,4.9,15.6,22.9,92.9,27.8,-0.32,-1.82,101.4,103.1,89.1,0.318,0.187,0.512,0.463,13.7,25.5,0.242,0.479,15.2,73.2,0.278,Continental Airlines Arena,15090,0.0
New Orleans Hornets,2005,0.22,82,33.1,80.0,5.1,16.0,28.1,63.9,17.1,22.3,12.4,27.8,21.0,6.7,3.8,14.8,23.0,88.4,82,34.7,76.8,6.0,16.4,28.7,60.4,20.0,25.9,11.5,30.3,21.2,7.7,5.5,14.2,21.1,95.5,27.5,0.78,-6.3,99.7,107.7,87.6,0.279,0.201,0.493,0.446,14.2,29.1,0.214,0.491,13.9,70.7,0.261,New Orleans Arena,14221,0.0
New York Knicks,2005,0.402,82,36.3,80.5,5.4,15.1,30.9,65.4,19.3,25.1,11.8,29.2,20.3,7.7,3.2,14.7,23.7,97.3,82,36.6,78.7,5.7,15.6,30.9,63.1,20.9,27.6,11.8,29.9,20.7,7.3,4.7,14.6,21.2,99.7,27.3,-0.28,-2.72,106.2,108.9,90.7,0.312,0.188,0.531,0.485,13.8,28.3,0.239,0.501,13.8,71.2,0.265,Madison Square Garden (IV),19516,0.0
Orlando Magic,2005,0.439,82,37.0,81.5,3.9,11.2,33.1,70.3,21.6,28.5,12.7,31.0,19.3,7.7,5.4,16.1,23.6,99.5,82,37.6,83.2,5.4,15.7,32.2,67.5,21.2,28.1,12.5,29.6,21.3,8.5,4.3,14.5,23.4,101.8,26.5,-0.27,-2.52,104.9,107.3,94.7,0.35,0.137,0.529,0.478,14.6,29.9,0.265,0.484,13.2,71.3,0.255,TD Waterhouse Centre,14584,0.0
Philadelphia 76ers,2005,0.524,82,35.9,82.1,6.2,17.7,29.8,64.4,21.1,26.8,11.1,30.9,20.9,9.2,3.9,15.5,22.9,99.1,82,35.7,80.7,6.9,19.0,28.8,61.7,21.5,28.0,11.6,32.5,22.9,8.3,4.7,17.0,23.5,99.9,26.4,-0.33,-1.07,103.5,104.3,94.9,0.326,0.216,0.528,0.475,14.2,25.4,0.257,0.485,15.4,72.7,0.267,Wachovia Center,17870,0.0
Phoenix Suns,2005,0.756,82,40.9,85.6,9.7,24.7,31.2,60.9,19.0,25.4,11.8,32.3,23.5,7.0,5.5,13.7,19.1,110.4,82,40.6,91.3,6.0,18.0,34.6,73.3,16.1,21.6,15.0,31.1,21.2,7.6,4.2,13.8,21.3,103.3,25.2,-0.04,7.08,114.5,107.1,95.9,0.296,0.289,0.571,0.534,12.4,27.5,0.222,0.478,12.0,68.3,0.176,America West Arena,17709,0.25
Portland Trail Blazers,2005,0.329,82,35.3,78.3,5.1,14.2,30.2,64.2,17.2,23.7,11.8,29.3,21.0,7.1,6.6,16.0,20.8,92.9,82,37.3,83.4,5.4,15.6,31.9,67.8,17.0,22.6,14.0,28.2,23.5,8.5,5.0,13.4,20.4,96.9,27.0,0.55,-3.45,103.2,107.7,89.8,0.303,0.181,0.524,0.484,15.2,29.6,0.219,0.479,12.6,67.7,0.204,Rose Garden Arena,16594,0.0
Sacramento Kings,2005,0.61,82,39.1,85.1,6.4,17.0,32.7,68.1,19.2,24.4,12.5,29.9,24.5,8.2,3.9,13.1,20.5,103.7,82,38.9,84.6,5.7,16.1,33.1,68.6,18.1,24.5,13.4,30.9,21.5,7.6,4.5,14.7,21.5,101.6,27.7,0.4,2.56,110.5,108.2,93.0,0.287,0.2,0.541,0.496,12.0,28.8,0.226,0.493,13.3,69.0,0.214,ARCO Arena (II),17317,0.0
San Antonio Spurs,2005,0.72,82,35.6,78.7,6.2,17.0,29.5,61.6,18.7,25.9,12.0,30.4,21.6,7.5,6.6,13.7,20.9,96.2,82,33.1,77.5,3.9,10.7,29.1,66.8,18.3,23.8,10.9,29.3,16.9,7.2,5.1,15.1,23.1,88.4,28.5,0.03,7.84,107.5,98.8,88.9,0.329,0.216,0.534,0.492,13.2,29.1,0.238,0.452,14.7,73.6,0.236,SBC Center,18316,1.0
Seattle SuperSonics,2005,0.634,82,35.1,79.2,8.1,22.2,27.0,57.0,20.5,26.0,12.7,28.2,18.1,6.7,4.1,13.6,23.7,98.9,82,35.8,77.8,5.7,16.1,30.0,61.8,19.4,25.9,11.3,26.5,20.7,6.2,4.8,13.2,23.8,96.6,26.0,0.3,2.59,112.2,109.6,87.9,0.328,0.281,0.546,0.495,13.0,32.4,0.259,0.496,12.9,71.3,0.249,KeyArena at Seattle Center,16475,0.125
Toronto Raptors,2005,0.402,82,36.0,81.2,7.9,20.5,28.1,60.7,19.8,25.6,10.3,29.8,20.4,7.6,3.9,13.3,22.9,99.7,82,38.2,81.8,5.3,14.9,32.9,66.9,19.6,26.4,12.1,33.2,22.1,6.2,4.4,14.4,21.9,101.4,27.0,-0.19,-1.81,106.9,108.7,92.7,0.316,0.253,0.539,0.492,12.5,23.7,0.244,0.499,13.4,71.1,0.24,Air Canada Centre,17156,0.0
Utah Jazz,2005,0.317,82,34.5,76.8,3.0,9.3,31.4,67.5,21.0,27.7,12.8,27.4,22.3,6.6,4.6,15.8,26.7,93.0,82,33.3,72.7,5.9,15.8,27.4,56.9,24.7,32.4,10.5,27.2,19.4,7.9,5.8,14.4,25.1,97.3,25.7,0.53,-3.74,104.7,109.5,88.4,0.361,0.121,0.522,0.469,15.0,31.9,0.273,0.499,14.2,72.3,0.34,Delta Center,18756,0.0
Washington Wizards,2005,0.549,82,36.2,82.9,6.3,18.3,29.9,64.6,21.9,30.2,13.8,29.0,19.1,8.7,4.2,14.3,22.0,100.5,82,37.8,82.3,6.4,17.5,31.4,64.8,18.9,24.8,12.4,30.6,23.0,7.1,5.0,15.9,24.3,100.8,25.3,-0.38,-0.71,107.2,107.5,93.3,0.364,0.22,0.523,0.474,12.9,31.1,0.264,0.498,14.6,70.0,0.23,MCI Center,17197,0.125
