Team,Year,W%,G,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PPG,OG,OFG,OFGA,O3P,O3PA,O2P,O2PA,OFT,OFTA,OORB,ODRB,OAST,OSTL,OBLK,OTOV,OPF,OPPG,Age,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,OeFG%,OTOV%,DRB%,OFT/FGA,Arena,Attend./G,Champion
Los Angeles Clippers,2003,0.329,82,34.6,79.1,4.8,14.4,29.8,64.8,19.9,26.5,12.3,30.0,19.6,7.0,5.6,15.7,21.8,93.8,82,37.0,82.8,5.5,15.2,31.5,67.6,18.4,23.7,12.8,30.0,22.4,8.0,5.1,14.0,22.5,97.9,25.3,0.68,-3.45,102.3,106.8,91.3,0.335,0.182,0.516,0.467,14.8,29.1,0.252,0.481,13.1,70.2,0.222,STAPLES Center,17231,0.0
Los Angeles Lakers,2003,0.61,82,37.7,83.6,5.9,16.7,31.8,66.9,19.0,26.0,13.1,31.1,23.3,7.8,5.7,14.5,22.9,100.4,82,36.3,82.0,5.7,14.9,30.6,67.1,19.8,26.0,11.7,30.4,21.4,7.9,3.8,14.5,23.4,98.0,28.1,0.38,2.71,107.2,104.7,92.5,0.311,0.199,0.528,0.486,13.3,30.2,0.228,0.477,13.4,72.7,0.241,STAPLES Center,18973,0.125
Memphis Grizzlies,2003,0.341,82,37.2,82.2,5.7,15.6,31.5,66.6,17.4,23.6,11.5,30.1,23.1,7.9,6.1,15.4,20.5,97.5,82,39.3,85.5,5.3,14.5,34.1,71.0,16.8,22.2,13.7,31.2,24.3,8.7,5.2,14.8,21.7,100.7,24.9,0.63,-2.6,103.9,107.3,92.7,0.287,0.19,0.526,0.487,14.2,27.0,0.212,0.491,13.4,68.7,0.197,Pyramid Arena,14910,0.0
Miami Heat,2003,0.305,82,32.8,79.5,4.2,13.4,28.5,66.1,15.8,20.6,11.6,30.0,18.3,7.2,4.0,14.2,22.6,85.6,82,33.1,75.7,5.0,14.0,28.1,61.7,19.5,26.0,10.6,31.5,18.1,7.6,5.3,14.3,20.4,90.6,26.5,-0.08,-5.13,96.7,102.4,87.8,0.259,0.169,0.483,0.439,13.8,26.8,0.198,0.47,14.1,73.9,0.257,AmericanAirlines Arena,15323,0.0
Milwaukee Bucks,2003,0.512,82,37.1,81.3,7.1,18.6,30.0,62.7,18.1,23.3,10.7,28.9,22.2,7.6,4.2,12.7,22.2,99.5,82,37.1,81.0,5.8,15.6,31.3,65.4,19.2,25.8,12.5,31.0,23.1,6.6,4.1,14.4,20.5,99.3,29.3,-0.48,-0.24,108.8,108.6,90.4,0.287,0.229,0.543,0.5,12.2,25.6,0.222,0.494,13.5,69.9,0.237,Bradley Center,16243,0.0
Minnesota Timberwolves,2003,0.622,82,38.7,83.0,3.6,9.8,35.1,73.2,17.1,22.3,11.7,31.9,25.2,6.7,5.3,13.7,20.8,98.1,82,36.6,83.8,5.8,16.6,30.9,67.2,17.0,22.6,11.9,29.8,22.8,7.0,4.9,13.6,20.6,96.0,28.2,0.39,2.46,106.1,103.8,91.9,0.268,0.118,0.528,0.488,12.9,28.2,0.206,0.472,12.7,72.9,0.203,Target Center,15700,0.0
New Jersey Nets,2003,0.598,82,35.4,80.3,4.2,12.7,31.2,67.6,20.3,26.8,12.1,30.8,23.0,8.7,4.6,14.8,21.6,95.4,82,33.6,78.8,5.2,14.5,28.4,64.3,17.7,23.7,11.4,30.0,19.6,8.5,5.2,16.6,22.9,90.1,27.3,-0.8,4.42,103.8,98.1,91.6,0.333,0.158,0.518,0.468,13.8,28.7,0.252,0.46,15.7,73.1,0.225,Continental Airlines Arena,15185,0.5
New Orleans Hornets,2003,0.573,82,35.5,81.6,4.9,13.1,30.6,68.5,17.9,23.3,13.4,30.2,22.0,8.0,4.8,14.8,21.6,93.9,82,34.8,79.5,4.1,12.2,30.7,67.3,18.0,23.5,11.1,28.9,19.9,7.9,5.2,14.6,21.4,91.8,29.1,-0.59,1.52,103.9,101.6,89.4,0.285,0.161,0.511,0.465,13.9,31.7,0.219,0.464,14.0,73.1,0.226,New Orleans Arena,15651,0.0
New York Knicks,2003,0.451,82,36.2,82.0,7.4,19.3,28.8,62.7,16.1,19.8,10.3,29.0,22.0,7.1,3.1,14.0,23.0,95.9,82,36.1,79.0,4.4,12.8,31.7,66.2,20.6,26.7,11.4,31.9,21.1,7.6,3.8,14.4,19.9,97.2,30.2,-0.26,-1.61,104.7,106.2,90.7,0.241,0.235,0.528,0.486,13.4,24.4,0.196,0.485,13.7,71.8,0.261,Madison Square Garden (IV),19012,0.0
Orlando Magic,2003,0.512,82,35.9,82.5,6.9,19.4,29.0,63.1,19.7,25.4,11.7,29.2,20.4,8.5,3.7,14.4,23.0,98.5,82,36.7,80.5,4.9,14.8,31.7,65.7,20.1,26.2,11.8,31.7,22.4,7.8,5.0,16.4,22.2,98.4,26.9,-0.53,-0.39,105.2,105.0,93.1,0.307,0.235,0.526,0.478,13.3,27.0,0.239,0.486,15.1,71.1,0.25,TD Waterhouse Centre,14778,0.0
Philadelphia 76ers,2003,0.585,82,36.3,81.0,3.0,9.6,33.3,71.4,21.3,27.5,12.7,29.5,21.6,10.3,3.5,14.8,22.0,96.8,82,35.1,77.6,5.5,15.6,29.5,62.0,18.9,24.8,11.1,29.3,22.1,7.8,6.4,17.1,23.0,94.5,28.3,-0.55,1.76,105.0,102.5,91.4,0.339,0.119,0.52,0.466,13.7,30.3,0.263,0.488,16.2,72.7,0.243,First Union Center,19685,0.125
Phoenix Suns,2003,0.537,82,36.6,82.6,4.8,14.0,31.8,68.6,17.4,23.5,12.8,29.8,21.0,8.1,4.9,14.7,22.0,95.5,82,35.5,81.2,5.3,16.6,30.2,64.6,18.0,23.6,12.6,30.3,22.2,7.8,5.5,16.0,21.5,94.4,25.2,0.43,1.57,103.7,102.5,91.5,0.285,0.17,0.514,0.473,13.7,29.7,0.211,0.47,14.8,70.3,0.222,America West Arena,16258,0.0
Portland Trail Blazers,2003,0.61,82,36.4,79.2,4.6,14.0,31.8,65.1,17.7,23.7,12.1,29.0,22.7,8.8,3.9,15.2,19.9,95.2,82,35.9,79.8,5.3,15.7,30.5,64.1,15.5,20.2,11.1,28.0,22.7,8.3,4.8,15.5,20.4,92.5,29.2,0.36,2.97,105.5,102.6,89.4,0.3,0.177,0.531,0.489,14.5,30.2,0.223,0.483,14.9,72.3,0.194,Rose Garden Arena,19421,0.0
Sacramento Kings,2003,0.72,82,39.5,85.2,6.0,15.7,33.5,69.5,16.7,22.3,11.0,33.5,24.8,9.0,5.6,14.5,20.3,101.7,82,36.5,86.9,4.5,14.2,31.9,72.7,17.7,23.9,14.0,31.9,21.5,8.3,4.3,15.4,19.9,95.2,28.3,0.18,6.68,105.9,99.1,95.4,0.262,0.184,0.535,0.499,13.3,25.6,0.196,0.446,13.6,70.6,0.204,ARCO Arena (II),17317,0.125
San Antonio Spurs,2003,0.732,82,35.5,76.8,5.5,15.5,30.0,61.3,19.4,26.8,11.5,31.2,20.0,7.7,6.5,15.8,20.4,95.8,82,34.9,81.7,4.3,12.7,30.6,69.0,16.3,21.2,12.5,28.3,19.0,8.1,5.1,15.0,23.4,90.4,28.4,0.23,5.65,105.6,99.7,90.0,0.348,0.202,0.541,0.497,15.1,28.8,0.253,0.453,14.2,71.3,0.199,SBC Center,17950,1.0
Seattle SuperSonics,2003,0.488,82,35.2,80.5,5.6,15.7,29.6,64.7,16.2,21.7,11.7,29.1,21.6,8.3,3.6,13.2,20.9,92.1,82,35.0,78.3,5.8,16.7,29.3,61.6,16.5,22.2,11.4,30.0,20.8,6.1,5.0,14.7,20.4,92.3,26.9,0.49,0.37,103.7,103.9,88.0,0.27,0.196,0.512,0.472,12.8,28.1,0.201,0.484,14.3,71.8,0.21,KeyArena at Seattle Center,15541,0.0
Toronto Raptors,2003,0.293,82,34.7,81.3,5.0,14.5,29.7,66.7,16.5,22.9,12.5,28.7,19.3,7.4,4.8,14.4,21.5,90.9,82,37.0,80.4,4.5,12.0,32.5,68.4,18.2,24.0,11.9,31.7,21.1,7.4,5.0,13.7,20.8,96.8,27.6,-0.23,-6.1,100.5,107.0,89.9,0.282,0.179,0.497,0.458,13.6,28.2,0.203,0.489,13.1,70.7,0.226,Air Canada Centre,18964,0.0
Utah Jazz,2003,0.573,82,35.3,75.5,2.7,7.8,32.6,67.7,21.3,28.6,12.5,29.0,25.6,8.6,5.7,16.8,22.4,94.7,82,33.5,77.4,5.3,15.3,28.2,62.1,19.8,26.1,12.3,25.9,19.5,8.8,5.2,15.9,23.8,92.3,30.9,0.37,2.76,105.5,102.8,89.3,0.38,0.104,0.537,0.486,16.0,32.5,0.283,0.468,15.2,70.2,0.256,Delta Center,19172,0.0
Washington Wizards,2003,0.451,82,34.3,78.0,3.1,9.9,31.3,68.1,19.7,25.3,11.2,29.2,19.7,7.6,4.8,13.4,20.0,91.5,82,35.1,79.4,5.5,15.1,29.6,64.2,16.9,21.9,11.6,29.8,21.7,7.5,4.4,14.3,22.0,92.5,28.4,-0.46,-1.47,103.0,104.1,88.2,0.325,0.127,0.513,0.46,13.0,27.3,0.253,0.477,13.8,71.6,0.212,MCI Center,20173,0.0
