Team,Year,W%,G,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PPG,OG,OFG,OFGA,O3P,O3PA,O2P,O2PA,OFT,OFTA,OORB,ODRB,OAST,OSTL,OBLK,OTOV,OPF,OPPG,Age,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,OeFG%,OTOV%,DRB%,OFT/FGA,Arena,Attend./G,Champion
Houston Rockets,2022,0.244,82,39.4,86.4,13.5,38.7,25.9,47.7,17.5,24.5,9.6,32.4,23.6,7.3,4.7,16.5,20.6,109.7,82,43.4,89.9,12.8,36.2,30.7,53.8,18.5,23.7,11.2,34.5,25.6,9.5,5.8,14.1,22.1,118.2,24.1,0.22,-8.26,108.4,116.7,100.9,0.284,0.448,0.565,0.534,14.5,21.7,0.202,0.554,12.3,74.4,0.206,Toyota Center,15585,0.0
Indiana Pacers,2022,0.305,82,41.4,89.5,12.2,35.4,29.3,54.1,16.4,21.4,11.3,32.6,25.4,7.1,5.6,14.4,20.4,111.5,82,42.5,88.0,12.0,32.3,30.5,55.7,17.9,22.5,10.2,33.0,25.1,8.1,4.9,13.3,19.2,114.9,26.0,0.22,-3.26,112.6,116.1,98.0,0.239,0.395,0.564,0.531,12.7,25.5,0.184,0.552,11.9,76.2,0.204,Gainbridge Fieldhouse,14360,0.0
Los Angeles Clippers,2022,0.512,82,40.1,87.4,12.8,34.2,27.3,53.3,15.5,19.6,9.1,34.9,24.0,7.4,5.0,13.7,18.6,108.4,82,40.8,90.6,11.7,33.9,29.1,56.7,15.2,19.6,12.0,35.1,24.1,7.7,4.1,13.6,18.5,108.4,27.5,0.06,0.09,110.1,110.1,98.0,0.224,0.391,0.564,0.531,12.5,20.6,0.178,0.514,12.0,74.4,0.167,Crypto.com Arena,16927,0.0
Los Angeles Lakers,2022,0.402,82,41.6,88.8,12.0,34.5,29.7,54.3,16.8,23.0,9.5,34.5,24.0,7.6,5.2,14.5,20.2,112.1,82,42.6,90.5,12.6,35.8,30.0,54.7,17.4,23.3,11.0,35.6,26.3,8.3,4.1,14.0,20.1,115.1,30.2,-0.03,-3.08,110.3,113.3,100.1,0.259,0.388,0.567,0.537,12.8,21.1,0.19,0.54,12.2,75.8,0.192,Crypto.com Arena,18650,0.0
Memphis Grizzlies,2022,0.683,82,43.5,94.4,11.5,32.7,32.0,61.7,17.0,23.1,14.1,35.0,26.0,9.8,6.5,13.2,19.8,115.6,82,40.3,88.6,12.0,34.5,28.3,54.2,17.3,22.4,10.0,33.0,25.0,7.2,6.0,15.1,19.8,109.9,24.0,-0.32,5.37,114.6,109.0,100.3,0.245,0.346,0.553,0.522,11.2,30.0,0.18,0.523,13.3,77.8,0.195,FedEx Forum,15775,0.125
Miami Heat,2022,0.646,82,39.6,84.8,13.6,35.8,26.0,49.0,17.3,21.4,9.8,33.9,25.5,7.4,3.2,14.6,20.5,110.0,82,37.5,84.0,13.0,38.3,24.6,45.7,17.5,22.5,9.5,32.1,23.3,7.4,4.0,15.0,20.6,105.6,28.2,-0.22,4.23,113.7,109.1,95.9,0.252,0.422,0.584,0.547,13.4,23.5,0.204,0.524,13.8,78.0,0.209,FTX Arena,19628,0.25
Milwaukee Bucks,2022,0.622,82,41.8,89.4,14.1,38.4,27.8,51.0,17.8,22.9,10.2,36.5,23.9,7.6,4.0,13.4,18.2,115.5,82,41.4,90.6,14.5,40.6,26.9,50.0,15.0,19.9,9.9,34.2,25.9,7.4,4.4,13.0,19.7,112.1,28.5,-0.14,3.22,115.1,111.8,99.9,0.257,0.43,0.58,0.546,11.9,23.0,0.199,0.536,11.6,78.6,0.165,Fiserv Forum,17453,0.125
Minnesota Timberwolves,2022,0.561,82,41.6,91.0,14.8,41.3,26.8,49.7,18.0,23.1,11.2,32.9,25.7,8.8,5.6,14.3,21.8,115.9,82,40.2,87.4,13.1,37.3,27.2,50.0,19.8,25.4,11.0,34.9,26.2,7.2,4.8,16.3,20.9,113.3,24.2,-0.1,2.53,114.3,111.7,100.9,0.254,0.454,0.573,0.539,12.4,24.4,0.198,0.535,14.2,74.9,0.227,Target Center,16028,0.0
New Orleans Pelicans,2022,0.439,82,40.2,88.0,10.6,32.1,29.5,55.9,18.3,23.2,12.0,33.2,25.0,8.3,4.0,14.1,19.7,109.3,82,40.3,85.5,13.0,35.5,27.3,50.0,16.8,21.4,9.3,32.5,24.9,7.4,4.8,14.2,20.5,110.3,25.6,0.15,-0.84,112.0,113.0,97.2,0.264,0.365,0.557,0.517,12.5,26.9,0.208,0.547,13.0,78.2,0.196,Smoothie King Center,15511,0.0
New York Knicks,2022,0.451,82,37.7,86.2,13.2,36.9,24.5,49.3,18.0,24.1,11.5,34.6,21.9,7.0,4.9,13.3,20.4,106.5,82,38.5,86.0,12.7,37.0,25.8,49.0,17.0,22.3,9.3,34.3,24.2,7.0,4.6,12.7,20.4,106.6,26.0,0.11,-0.01,110.4,110.5,95.9,0.28,0.428,0.55,0.513,12.0,25.1,0.208,0.521,11.7,78.8,0.198,Madison Square Garden (IV),18622,0.0
Oklahoma City Thunder,2022,0.293,82,38.3,89.1,12.1,37.4,26.2,51.8,15.0,19.9,10.4,35.2,22.2,7.6,4.6,14.0,18.3,103.7,82,41.4,90.5,13.6,38.7,27.8,51.8,15.3,19.9,11.0,37.3,26.1,8.5,6.0,13.2,17.8,111.8,22.4,0.2,-7.9,104.6,112.8,98.5,0.223,0.419,0.53,0.497,12.5,21.8,0.169,0.533,11.8,76.1,0.169,Paycom Center,14515,0.0
Orlando Magic,2022,0.268,82,38.3,88.3,12.2,36.9,26.1,51.4,15.5,19.7,9.1,35.2,23.7,6.8,4.5,14.5,19.7,104.2,82,40.8,89.0,13.2,36.3,27.6,52.7,17.4,22.6,10.4,36.8,24.8,8.0,5.2,13.2,18.3,112.2,23.3,0.33,-7.67,104.5,112.5,99.2,0.223,0.417,0.538,0.503,13.0,19.8,0.175,0.532,11.7,77.2,0.196,Amway Center,15192,0.0
Philadelphia 76ers,2022,0.622,82,39.4,84.5,11.6,31.8,27.8,52.7,19.6,23.8,8.5,33.8,23.7,7.7,5.3,12.5,19.4,109.9,82,39.7,86.5,11.4,32.8,28.3,53.7,16.6,21.6,10.2,34.0,23.6,6.6,4.6,13.3,19.4,107.3,26.8,-0.04,2.57,113.5,110.8,96.2,0.282,0.376,0.578,0.534,11.6,20.1,0.232,0.524,12.1,76.8,0.192,Wells Fargo Center,20655,0.125
Phoenix Suns,2022,0.78,82,43.7,90.1,11.6,31.9,32.1,58.2,15.9,19.9,9.8,35.5,27.4,8.6,4.4,12.9,19.9,114.8,82,39.2,88.3,11.6,34.2,27.6,54.1,17.3,22.7,10.5,33.9,22.9,7.5,4.0,14.7,18.9,107.3,27.5,-0.56,6.94,114.8,107.3,99.8,0.221,0.354,0.581,0.549,11.6,22.3,0.176,0.51,13.0,77.1,0.195,Phoenix Suns Arena,16175,0.125
Portland Trail Blazers,2022,0.329,82,38.5,87.1,12.7,36.8,25.8,50.3,16.4,21.6,10.4,32.5,22.9,8.0,4.5,14.5,21.1,106.2,82,41.1,85.9,13.8,37.1,27.4,48.8,19.1,24.6,9.8,35.0,26.6,8.2,5.0,14.0,19.4,115.1,25.6,0.33,-8.55,107.8,116.9,98.3,0.248,0.422,0.55,0.515,13.0,22.9,0.188,0.559,12.7,76.9,0.222,Moda Center,17210,0.0
Sacramento Kings,2022,0.366,82,40.5,88.1,11.4,33.2,29.1,54.9,17.9,23.3,9.6,33.4,23.7,7.2,4.5,14.1,18.9,110.3,82,43.4,90.6,13.0,34.9,30.4,55.7,15.9,20.5,10.6,35.3,25.3,8.1,4.8,13.5,20.3,115.8,25.8,0.2,-5.26,109.9,115.3,99.8,0.264,0.377,0.561,0.525,12.5,21.3,0.203,0.551,11.9,76.0,0.176,Golden 1 Center,14087,0.0
San Antonio Spurs,2022,0.415,82,43.2,92.7,11.3,32.0,32.0,60.7,15.4,20.4,11.0,34.3,27.9,7.6,4.9,12.7,18.1,113.2,82,42.5,91.2,12.1,33.6,30.4,57.5,16.0,20.9,11.4,35.4,24.0,7.3,4.9,13.8,18.9,113.0,24.5,-0.1,0.02,112.4,112.3,100.0,0.22,0.345,0.556,0.527,11.1,23.7,0.166,0.532,12.1,75.1,0.176,AT&T Center,15014,0.0
Toronto Raptors,2022,0.585,82,40.6,91.3,11.9,34.2,28.7,57.1,16.2,21.3,13.4,32.0,22.1,9.0,4.6,12.5,19.6,109.4,82,39.0,84.4,12.4,34.9,26.6,49.5,16.8,21.2,10.3,33.7,25.3,6.7,5.1,15.8,19.1,107.1,24.8,0.08,2.38,112.9,110.5,96.0,0.234,0.375,0.543,0.51,11.0,28.4,0.177,0.535,14.4,75.6,0.199,Scotiabank Arena,13350,0.0
Utah Jazz,2022,0.598,82,40.6,86.2,14.5,40.3,26.0,45.8,17.9,23.4,10.8,35.6,22.4,7.2,4.9,14.0,18.9,113.6,82,40.4,89.2,12.1,34.6,28.3,54.6,14.6,19.3,9.9,31.7,23.4,7.8,4.3,12.0,20.3,107.6,29.3,-0.37,5.67,116.7,110.5,97.1,0.271,0.468,0.589,0.555,12.7,25.4,0.208,0.521,10.9,78.3,0.164,Vivint Smart Home Arena,18306,0.0
Washington Wizards,2022,0.427,82,40.6,86.0,10.5,30.6,30.1,55.4,17.0,21.7,9.0,34.1,25.0,6.4,5.0,13.1,18.8,108.6,82,41.3,88.9,11.5,31.8,29.8,57.1,18.0,22.3,10.2,34.0,23.7,7.3,4.2,11.9,19.9,112.0,25.9,0.15,-3.23,111.1,114.5,97.0,0.252,0.356,0.568,0.532,12.1,20.9,0.197,0.529,10.7,76.9,0.202,Capital One Arena,15542,0.0
