Team,Year,W%,G,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PPG,OG,OFG,OFGA,O3P,O3PA,O2P,O2PA,OFT,OFTA,OORB,ODRB,OAST,OSTL,OBLK,OTOV,OPF,OPPG,Age,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,OeFG%,OTOV%,DRB%,OFT/FGA,Arena,Attend./G,Champion
Indiana Pacers,1994,0.573,82,38.6,79.5,2.2,6.1,36.4,73.4,21.5,29.1,13.8,29.4,25.1,8.6,5.6,17.6,24.1,101.0,82,36.3,80.7,3.3,9.9,33.0,70.7,21.6,29.5,13.8,26.3,23.2,10.1,4.7,16.3,24.2,97.5,27.2,-0.19,3.26,107.8,104.2,93.3,0.366,0.077,0.547,0.5,16.0,34.4,0.27,0.471,14.9,68.0,0.267,Market Square Arena,13264,0.25
Los Angeles Clippers,1994,0.329,82,40.8,87.4,3.1,10.1,37.7,77.2,18.4,26.0,13.7,29.4,26.5,9.8,5.1,18.0,21.6,103.0,82,42.8,90.5,3.8,10.8,39.1,79.7,19.3,26.9,16.4,31.3,27.1,11.0,5.8,16.6,21.8,108.7,27.0,0.44,-5.28,102.9,108.6,99.6,0.297,0.116,0.521,0.484,15.4,30.4,0.211,0.494,14.0,64.1,0.213,Los Angeles Memorial Sports Arena,11390,0.0
Los Angeles Lakers,1994,0.402,82,40.1,89.2,2.9,9.8,37.2,79.4,17.2,24.0,15.4,26.9,24.2,9.2,5.6,14.6,22.9,100.4,82,40.7,85.5,2.8,8.8,37.9,76.6,20.5,28.6,15.7,30.9,26.4,8.1,5.2,16.4,20.2,104.7,26.5,0.36,-3.93,104.8,109.3,95.5,0.269,0.11,0.503,0.466,12.8,33.2,0.193,0.492,14.3,63.2,0.24,Great Western Forum,13315,0.0
Miami Heat,1994,0.512,82,39.0,84.1,4.1,12.2,34.9,71.9,21.3,27.1,15.1,29.4,22.6,7.8,4.6,16.0,24.7,103.4,82,37.0,81.0,3.6,10.9,33.4,70.1,23.0,30.8,13.1,27.6,22.2,8.4,5.3,16.0,23.7,100.7,26.0,-0.27,2.4,109.5,106.7,93.8,0.322,0.145,0.538,0.488,14.3,35.3,0.253,0.479,14.5,69.1,0.284,Miami Arena,15055,0.0
Milwaukee Bucks,1994,0.244,82,37.1,83.0,4.0,12.4,33.1,70.6,18.7,26.6,13.7,26.3,23.7,9.8,5.0,16.4,22.2,96.9,82,39.7,80.8,3.5,9.6,36.2,71.2,20.5,27.9,13.2,30.4,25.5,9.4,5.1,17.3,21.7,103.4,26.1,0.24,-6.24,102.5,109.3,94.5,0.32,0.15,0.512,0.471,14.7,31.1,0.225,0.513,15.7,66.5,0.254,Bradley Center,15482,0.0
Minnesota Timberwolves,1994,0.244,82,36.4,79.7,2.2,6.8,34.2,72.9,21.7,28.1,12.1,28.6,24.0,7.3,5.4,18.0,24.6,96.7,82,39.6,83.8,2.8,9.0,36.8,74.8,21.7,29.9,13.4,28.0,25.7,10.0,6.7,14.2,22.6,103.6,26.2,0.38,-6.55,101.9,109.2,94.7,0.352,0.085,0.525,0.471,16.4,30.1,0.272,0.488,12.8,68.0,0.259,Target Center,17888,0.0
New Jersey Nets,1994,0.549,82,38.6,86.8,2.7,8.3,35.9,78.4,23.2,30.4,15.9,31.2,23.2,8.5,7.0,14.6,20.6,103.2,82,39.8,86.9,2.9,9.0,37.0,77.9,18.5,24.9,13.9,30.8,23.4,8.7,7.1,15.2,23.2,101.0,26.6,-0.08,2.11,107.2,104.9,95.5,0.351,0.096,0.515,0.461,12.7,34.0,0.267,0.475,13.5,69.1,0.212,Brendan Byrne Arena,16056,0.0
New York Knicks,1994,0.695,82,37.8,82.1,3.9,11.1,33.9,71.1,19.1,25.6,14.3,31.0,25.2,9.2,4.7,16.6,24.4,98.5,82,33.9,78.7,3.1,10.1,30.9,68.6,20.5,28.5,12.4,27.4,20.5,8.3,4.1,17.3,23.1,91.5,28.9,-0.5,6.48,105.7,98.2,92.8,0.311,0.135,0.527,0.483,15.1,34.4,0.232,0.451,16.0,71.4,0.261,Madison Square Garden (IV),19763,0.5
Orlando Magic,1994,0.61,82,40.7,83.9,4.8,13.9,35.9,70.1,19.4,28.6,14.4,28.7,25.2,8.3,5.6,16.2,20.9,105.7,82,39.8,86.9,3.6,10.3,36.2,76.6,18.6,25.0,14.6,28.1,25.6,9.2,5.4,15.0,22.5,101.8,25.8,-0.21,3.68,110.8,106.7,95.2,0.341,0.165,0.547,0.514,14.4,33.8,0.231,0.479,13.3,66.3,0.214,Orlando Arena,15291,0.0
Philadelphia 76ers,1994,0.305,82,37.8,83.2,3.9,11.5,34.0,71.7,18.4,25.8,12.3,29.2,22.3,8.1,6.4,16.7,18.1,98.0,82,43.3,89.5,3.2,9.7,40.1,79.8,15.8,21.3,14.7,31.8,28.7,9.8,4.7,14.5,21.1,105.6,27.2,0.25,-7.37,101.7,109.7,95.7,0.31,0.138,0.518,0.478,15.0,28.0,0.221,0.502,12.8,66.6,0.177,The Spectrum,12425,0.0
Phoenix Suns,1994,0.683,82,41.8,86.3,4.2,12.7,37.6,73.6,20.4,28.1,14.9,29.9,27.6,9.1,5.6,15.9,20.0,108.2,82,41.2,87.0,3.5,10.5,37.8,76.5,17.5,24.4,13.2,27.4,26.3,9.1,5.3,15.3,22.8,103.4,28.7,-0.17,4.68,111.7,106.8,96.7,0.325,0.147,0.548,0.509,13.9,35.2,0.236,0.493,13.5,69.3,0.202,America West Arena,19023,0.125
Portland Trail Blazers,1994,0.573,82,41.1,90.6,3.3,9.4,37.8,81.2,21.7,29.2,15.9,30.0,25.2,9.1,5.0,14.8,22.3,107.3,82,40.4,86.1,3.6,10.1,36.8,75.9,20.3,27.0,12.4,30.3,25.5,8.0,4.8,17.0,23.7,104.6,28.6,-0.04,2.6,108.1,105.5,98.8,0.323,0.104,0.518,0.472,12.5,34.4,0.24,0.49,14.8,70.8,0.235,Memorial Coliseum,12888,0.0
Sacramento Kings,1994,0.341,82,38.8,85.7,3.1,8.9,35.6,76.8,20.4,28.0,13.7,28.6,24.7,8.2,4.3,16.3,24.1,101.1,82,41.0,85.6,3.4,9.4,37.6,76.2,21.5,29.9,14.5,31.4,25.0,9.1,6.1,16.4,23.1,106.9,26.7,0.44,-5.32,103.3,109.2,97.5,0.326,0.104,0.516,0.471,14.2,30.4,0.239,0.499,14.2,66.4,0.252,ARCO Arena (II),17329,0.0
San Antonio Spurs,1994,0.671,82,38.8,81.6,3.0,8.7,35.7,72.9,19.5,26.2,14.5,31.7,23.1,6.8,5.5,14.6,20.3,100.0,82,37.4,83.9,3.5,10.6,33.9,73.3,16.5,22.9,13.3,26.3,21.6,7.7,4.2,12.4,21.8,94.8,29.0,-0.21,5.05,110.4,104.6,90.1,0.322,0.107,0.537,0.494,13.6,35.6,0.239,0.467,11.7,70.5,0.196,Alamodome,22053,0.0
Seattle SuperSonics,1994,0.768,82,40.7,84.2,3.0,8.8,37.8,75.4,21.6,29.0,14.0,27.2,25.8,12.8,4.5,15.4,23.3,105.9,82,35.7,78.8,4.0,11.5,31.7,67.2,21.5,29.0,13.2,26.7,22.0,8.4,5.1,20.3,23.0,96.9,28.1,-0.41,8.68,111.1,101.5,95.1,0.344,0.105,0.547,0.501,13.7,34.4,0.256,0.479,18.2,67.3,0.272,Seattle Center Coliseum,14668,0.0
Utah Jazz,1994,0.646,82,39.1,82.1,2.2,6.8,36.9,75.2,21.5,29.0,12.9,29.1,26.6,9.2,4.4,14.5,24.2,101.9,82,36.3,81.0,3.5,11.8,32.7,69.2,21.6,29.8,13.4,28.4,22.0,7.2,5.6,16.1,23.4,97.7,29.4,-0.12,4.1,108.6,104.1,93.1,0.354,0.083,0.537,0.49,13.3,31.3,0.262,0.469,14.6,68.4,0.267,Delta Center,19866,0.25
Washington Bullets,1994,0.293,82,39.0,83.2,2.7,9.1,36.3,74.2,19.7,26.4,13.1,26.7,22.2,8.5,3.9,17.1,20.9,100.4,82,43.5,85.7,3.1,8.8,40.5,76.9,17.6,24.3,13.6,28.8,25.8,9.9,5.7,15.7,22.2,107.7,25.8,0.25,-7.13,104.5,112.2,95.9,0.317,0.109,0.529,0.484,15.3,31.2,0.237,0.526,14.0,66.2,0.206,USAir Arena,15371,0.0
